disaster_type,severity,population_affected,rainfall_mm,temperature_c,disaster_duration_days,district,state,latitude,longitude,food_required,medical_required,water_required,clothing_required
Tsunami,10,21652,870.27,28.2,18,Thrissur,Kerala,8.556,76.502,66720,5114,79921,25406
Flood,1,94771,387.19,43.7,23,West Jaintia Hills,Meghalaya,25.7203,91.5445,145916,11042,151339,47631
Flood,10,80327,657.0,20.0,30,Sambalpur,Odisha,20.8366,85.7162,355793,17618,295592,73860
Landslide,10,33841,757.12,36.7,12,Ramanagara,Karnataka,12.3235,77.6101,43709,11027,68346,23396
Flood,4,21761,190.13,30.1,15,South Delhi,Delhi (NCT),28.1083,77.0565,25568,3469,37251,10585
Tsunami,8,41125,332.6,34.5,20,Ri Bhoi,Meghalaya,25.6115,91.7802,105530,11509,107539,31706
Tsunami,1,6192,108.8,24.6,20,Kra Daadi,Arunachal Pradesh,26.9994,93.9687,9196,610,9039,3209
Flood,2,35774,602.21,19.8,26,Kurung Kumey,Arunachal Pradesh,26.7461,93.5393,62262,2742,73880,15651
Earthquake,1,670,800.94,29.1,9,Medchal,Telangana,16.8913,78.3547,337,64,701,273
Flood,7,12184,610.84,23.1,2,Aurangabad,Maharashtra,19.3109,73.258,2556,1997,19731,5744
Cyclone,2,65943,179.78,17.8,1,Porbandar,Gujarat,23.0622,72.0579,4053,5769,52536,24663
Flood,1,60852,546.37,39.4,15,Kurukshetra,Haryana,29.3038,76.4366,58948,4958,84883,24253
Flood,6,69378,834.93,26.7,23,Rupnagar,Punjab,31.0481,76.1573,175796,11915,198888,45783
Cyclone,6,94428,302.72,39.7,15,Bilaspur,Chhattisgarh,21.3521,81.3395,134335,18807,183839,50618
Cyclone,10,865,832.65,26.6,28,Dantewada (South Bastar),Chhattisgarh,21.1291,81.7863,3301,213,2915,856
Tsunami,2,24298,784.62,29.5,8,Ganderbal,Jammu and Kashmir,34.067,75.3079,15816,2807,31900,10766
Landslide,1,61301,21.74,44.8,3,Mahoba,Uttar Pradesh,26.6843,80.5578,8255,7895,30281,16078
Fire,10,73371,239.45,43.3,2,Bijnor,Uttar Pradesh,26.9568,80.8643,14305,31090,77739,21410
Earthquake,3,81838,542.94,19.5,4,Ballari (Bellary),Karnataka,12.9832,77.7331,20315,9397,61266,41807
Landslide,10,47299,717.62,40.4,18,Kokrajhar,Assam,25.6243,91.1765,89361,14572,91143,39092
Cyclone,5,11477,880.53,23.7,12,Bhadohi,Uttar Pradesh,27.005,81.3926,12119,1860,20705,5800
Fire,6,79933,641.04,12.5,18,Dhenkanal,Odisha,20.3598,86.1546,107841,21769,96948,35826
Tsunami,3,8136,380.34,30.2,21,Gandhinagar,Gujarat,23.03,72.4969,11662,963,17571,5681
Cyclone,9,40464,184.63,44.2,10,Jalgaon,Maharashtra,18.6767,72.6423,45000,12272,78937,27620
Fire,5,90005,760.04,44.1,21,Madhepura,Bihar,26.1426,85.1395,132807,30969,120960,30757
Landslide,2,37543,206.78,14.4,8,Kokrajhar,Assam,25.5843,91.703,19090,3606,27238,16842
Landslide,10,1763,695.43,37.0,25,Rayagada,Odisha,19.8924,86.3184,4732,647,4566,1873
Fire,6,39344,181.21,38.1,18,Surat,Gujarat,22.5323,72.3726,45048,14249,57624,17319
Cyclone,8,58491,91.05,22.9,17,Palghar,Maharashtra,18.6268,73.0373,111675,11463,119286,49484
Cyclone,6,77664,251.1,33.1,19,Panna,Madhya Pradesh,23.979,77.4988,130447,15347,150051,54329
Flood,4,85459,284.93,27.1,6,Prakasam,Andhra Pradesh,16.2119,80.4347,39110,12658,128225,34242
Fire,6,15177,647.21,18.0,14,Kadmath,Lakshadweep (UT),10.8689,72.3365,15700,3786,16941,6268
Flood,8,57949,160.88,36.6,5,Mokokchung,Nagaland,25.8557,93.7372,37243,13208,97161,29507
Landslide,8,19731,930.31,19.2,8,Chhindwara,Madhya Pradesh,23.3828,77.3561,14209,4944,30283,10498
Flood,10,52752,554.36,21.9,8,Karimganj,Assam,26.4175,91.6587,56924,13205,147406,28479
Flood,2,67546,490.93,16.7,18,Bokaro,Jharkhand,23.3407,85.5155,91004,7350,106032,33241
Earthquake,8,33600,434.69,35.2,30,Leh,Jammu and Kashmir,34.1339,74.5201,110146,8343,85253,44535
Fire,6,19997,566.6,26.1,9,Jangaon,Telangana,17.474,78.125,14491,5714,21415,6851
Flood,2,59015,22.45,25.5,14,Kamrup Metropolitan,Assam,26.4877,91.7689,52854,6084,78504,29496
Cyclone,1,37477,990.09,31.2,14,North Tripura,Tripura,24.22,91.6275,31511,4096,39173,13163
Earthquake,6,76770,557.52,15.5,20,Warangal (Urban),Telangana,17.7444,79.0103,111995,12009,153585,55085
Flood,7,26997,35.2,41.4,14,Ballari (Bellary),Karnataka,13.239,77.4382,39155,5428,61498,14842
Flood,10,47380,589.98,26.3,17,Thoubal,Manipur,25.0781,93.4027,101585,10528,145801,27507
Landslide,5,57420,437.08,22.8,30,Saharsa,Bihar,24.948,84.9217,127267,9111,108032,41621
Earthquake,10,72692,24.04,14.4,2,Madhubani,Bihar,25.2151,85.0798,17166,13165,97437,55130
Flood,8,94586,924.43,15.9,14,Gaya,Bihar,25.5614,85.2999,174631,17852,225245,46214
Landslide,9,68389,10.57,42.2,27,Tumakuru (Tumkur),Karnataka,12.9424,76.8485,157635,15194,187368,66792
Tsunami,4,32041,577.87,26.0,22,Kabirdham (Kawardha),Chhattisgarh,21.2119,81.887,64680,4398,75760,19595
Earthquake,7,99776,961.79,35.3,21,Gurdaspur,Punjab,30.7776,75.7287,214815,26391,196625,81253
Earthquake,8,14334,237.6,12.8,12,Balasore,Odisha,19.9583,85.8669,17216,2643,21875,11078
Landslide,6,75272,254.18,32.5,23,Pathankot,Punjab,31.8149,75.8136,127326,15724,113541,52607
Tsunami,2,3476,0.42,42.3,25,Junagadh,Gujarat,22.5165,72.7732,6516,516,5871,2410
Fire,7,30883,66.35,20.5,16,Valsad,Gujarat,23.7382,72.5748,38958,10322,36142,12189
Cyclone,9,41349,44.89,30.3,22,Koraput,Odisha,20.5415,85.9434,101509,11636,105535,39041
Earthquake,5,43125,822.66,42.9,6,Nellore,Andhra Pradesh,16.9155,80.3437,19854,10530,59603,27017
Fire,2,16547,836.74,35.2,18,Datia,Madhya Pradesh,23.2795,77.4649,15561,3001,14284,4951
Flood,4,85965,726.7,12.2,7,Kushinagar (Padrauna),Uttar Pradesh,26.8179,80.5969,49998,9634,171084,42571
Cyclone,3,16813,352.75,23.3,2,Amreli,Gujarat,23.0961,72.2947,2679,1803,16369,6085
Landslide,4,4958,821.25,13.0,13,Kishanganj,Bihar,25.689,84.5162,3522,683,7323,2305
Fire,10,51215,539.77,40.1,23,West Delhi,Delhi (NCT),28.1896,77.5947,108833,25620,92025,25529
Cyclone,7,85108,304.31,31.8,8,Tehri Garhwal,Uttarakhand,30.1352,77.9755,64118,17324,130591,61434
Fire,10,59934,437.28,43.5,12,Jalna,Maharashtra,19.0215,73.3133,71408,27227,87232,28274
Flood,8,82160,65.77,10.7,1,Dindigul,Tamil Nadu,12.7901,80.3563,10545,13792,131732,40923
Cyclone,1,4639,944.91,24.8,9,Raichur,Karnataka,13.3476,77.4615,2390,426,4735,1940
Fire,8,64083,619.12,13.7,8,Unnao,Uttar Pradesh,26.4786,81.6713,39881,16913,68124,22672
Flood,5,18957,731.23,22.3,9,Kaimur (Bhabua),Bihar,26.0351,84.8578,17519,2702,36925,8798
Flood,7,5464,676.58,15.7,5,Bundi,Rajasthan,26.8071,76.0855,2664,861,9634,2309
Tsunami,1,66085,667.75,21.5,13,Hooghly,West Bengal,22.1631,88.3892,60184,6600,100948,36624
Flood,2,59269,17.26,38.7,14,Jalore,Rajasthan,27.1821,75.1798,56037,6787,81948,24001
Cyclone,1,86466,525.37,15.6,4,Nagpur,Maharashtra,19.0688,73.2686,19742,4975,74595,27241
Tsunami,5,21178,821.71,26.6,17,Dakshin Dinajpur (South Dinajpur),West Bengal,22.3998,88.8245,35619,3916,48422,12287
Fire,6,37674,44.52,42.3,9,Mayurbanj,Odisha,20.0855,86.0926,19361,11665,39405,14362
Fire,10,969,956.17,45.0,30,Jashpur,Chhattisgarh,20.9603,81.5297,3089,518,2287,650
Landslide,9,62724,424.16,18.8,20,Sangli,Maharashtra,18.4545,72.4761,129112,13971,139387,52071
Flood,8,40175,289.9,42.7,15,Rajsamand,Rajasthan,26.648,76.2856,70610,9278,105324,20458
Fire,7,93776,531.82,19.1,20,Simdega,Jharkhand,23.5574,84.7524,148451,24609,164057,42432
Earthquake,5,3759,801.21,24.5,4,Palamu,Jharkhand,23.5619,84.8243,1235,639,4579,1968
Landslide,3,36470,474.76,40.7,2,Kishtwar,Jammu and Kashmir,33.9134,74.369,4779,5666,28457,12405
Earthquake,9,58285,645.11,37.5,28,Karbi Anglong,Assam,25.9517,91.8721,176776,15878,164319,74326
Earthquake,5,80021,499.91,40.0,27,Pathankot,Punjab,31.7314,76.0877,174238,15754,155750,60204
Earthquake,3,43851,631.27,38.0,13,Ajmer,Rajasthan,27.0088,75.7712,39121,6962,44275,21681
Earthquake,3,62858,138.03,18.2,4,Tikamgarh,Madhya Pradesh,23.1025,77.8962,15762,6051,46844,24415
Fire,3,84973,38.66,29.6,18,Kodagu,Karnataka,13.056,77.0547,79554,19496,72790,24739
Earthquake,6,5231,136.9,23.5,24,Nirmal,Telangana,17.2805,78.6207,10527,887,11380,3965
Earthquake,1,1458,285.84,26.1,16,Malda,West Bengal,22.5395,88.0876,1147,150,1274,828
Earthquake,4,91250,253.36,15.4,23,Chhota Udepur,Gujarat,22.8319,72.5422,139946,14009,136569,62814
Earthquake,8,57471,615.18,21.1,27,Amroha (J.P. Nagar),Uttar Pradesh,26.4683,81.2713,156925,12811,152917,61114
Fire,3,82407,455.89,40.0,10,Nagaon,Assam,26.7612,92.0025,43887,15451,60949,20852
Landslide,5,79239,38.81,41.4,2,Raigarh,Chhattisgarh,21.3615,82.3224,12079,13849,77419,35990
Fire,2,16346,34.87,31.4,14,South 24 Parganas,West Bengal,23.4037,88.1674,9919,2999,9392,4777
Tsunami,2,17316,90.59,27.4,2,Dhamtari,Chhattisgarh,21.3073,82.0214,2430,1959,19048,6641
Landslide,7,41309,353.08,34.9,18,Kinnaur,Himachal Pradesh,30.8587,76.8304,64056,10813,82876,32625
Earthquake,10,43087,6.18,31.3,1,Jodhpur,Rajasthan,26.5725,75.2617,4893,10900,58903,26801
Fire,3,20677,493.99,44.4,13,Jaipur,Rajasthan,26.5228,75.8925,14560,5321,17056,5767
Tsunami,5,42420,360.67,16.7,6,Karur,Tamil Nadu,13.1988,80.1725,27534,6666,76044,22878
Earthquake,3,11401,555.44,25.7,22,Srinagar,Jammu and Kashmir,33.8402,74.3005,16750,1495,15179,8372
Landslide,6,75151,720.83,42.1,17,Kolar,Karnataka,12.768,78.1412,96862,18307,145447,38178
Fire,10,92438,250.97,42.0,27,Shajapur,Madhya Pradesh,23.2058,78.0738,229539,29837,205503,59699
Earthquake,3,991,157.08,27.3,17,Rohtak,Haryana,28.8331,76.3361,1156,129,1095,584
Flood,8,22072,278.05,14.7,22,Haveri,Karnataka,12.6549,77.3892,61536,4167,71405,16862
Cyclone,2,50557,1.76,38.5,11,Samba,Jammu and Kashmir,33.7643,75.1278,37331,5686,47159,20847
Tsunami,3,54535,120.01,30.5,6,Kapurthala,Punjab,31.1117,75.6017,27304,8563,65483,28461
Fire,8,21032,750.83,37.1,20,Guntur,Andhra Pradesh,16.746,80.6327,36568,8022,38474,10690
Earthquake,8,4292,222.81,26.2,3,Jaunpur,Uttar Pradesh,26.5874,81.1903,1334,890,5166,2974
Tsunami,1,16228,994.3,17.1,14,Longleng,Nagaland,25.9707,93.9891,13990,1449,23082,7941
Earthquake,8,22936,167.83,10.8,25,Anjaw,Arunachal Pradesh,26.7512,93.4846,53196,4613,54926,22684
Earthquake,10,24937,788.77,29.6,6,Balrampur,Chhattisgarh,20.9043,81.4786,18180,7050,41386,15629
Fire,2,22878,705.04,15.6,17,Sepahijala,Tripura,23.7646,90.7761,17948,2934,19237,6668
Fire,7,43230,322.13,16.5,3,Buxar,Bihar,25.3624,84.7796,10789,11906,46355,14297
Flood,6,16808,330.74,25.3,17,South West Delhi,Delhi (NCT),28.6263,76.6772,31655,2843,41219,10525
Earthquake,2,24332,563.55,25.5,19,Raigarh,Chhattisgarh,21.5174,82.1085,26723,3027,28712,13582
Earthquake,5,57366,852.37,19.6,18,Darrang,Assam,25.8532,91.7733,80029,8927,95466,55438
Cyclone,7,39512,386.19,14.6,5,Sehore,Madhya Pradesh,22.7027,78.0969,20885,7597,53124,23918
Earthquake,8,4882,61.18,43.1,15,Chirang,Assam,26.3431,91.4479,6403,1322,9127,3771
Cyclone,3,61296,374.42,14.6,3,Longding,Arunachal Pradesh,26.4381,93.0969,13426,7046,59213,22899
Flood,1,26415,207.31,22.3,23,Papum Pare,Arunachal Pradesh,27.377,93.8452,45481,1966,42083,10563
Cyclone,7,10152,939.21,20.7,8,Maharajganj,Uttar Pradesh,27.1479,81.1572,8036,2096,14715,5911
Flood,5,19621,697.27,40.3,7,Aravalli,Gujarat,23.0361,72.4057,12533,4364,32607,9895
Earthquake,5,69534,50.83,24.4,18,Gondia,Maharashtra,19.0971,72.7598,92079,13131,103361,53715
Landslide,7,82855,292.99,14.3,10,Mancherial,Telangana,17.1867,78.7776,64907,12685,118445,55498
Fire,1,69790,50.22,10.4,26,Siddipet,Telangana,17.8496,78.6944,70381,6307,60482,25324
Cyclone,8,35646,830.02,35.3,23,Allahabad,Uttar Pradesh,26.8662,81.2437,106657,9463,103256,34531
Flood,10,79445,906.3,35.0,10,Khandwa,Madhya Pradesh,23.1568,77.0388,113203,21211,218946,57953
Flood,5,26072,112.28,24.6,19,Lower Dibang Valley,Arunachal Pradesh,27.2681,94.1305,48900,3543,49580,14728
Earthquake,8,78159,440.29,14.4,23,Shivamogga (Shimoga),Karnataka,13.6196,77.8449,199107,17948,154281,77402
Flood,10,64485,931.88,23.0,1,Bulandshahr,Uttar Pradesh,27.363,80.7967,7841,19860,134087,27486
Earthquake,10,22130,145.21,30.6,2,Mahisagar,Gujarat,22.6665,72.6143,4635,4940,39508,15900
Flood,5,40476,291.9,34.6,28,Sepahijala,Tripura,23.7954,91.1329,98442,6340,112835,27453
Landslide,7,85741,304.27,12.7,26,Bidar,Karnataka,13.0548,77.576,148695,12546,213284,80941
Cyclone,10,89931,30.06,29.5,1,Boudh,Odisha,20.4173,85.7724,11193,22073,146743,50024
Flood,3,77500,36.27,19.7,9,Muzaffarnagar,Uttar Pradesh,27.5212,81.0601,54064,9269,93067,27548
Landslide,2,78512,952.79,31.6,29,Wardha,Maharashtra,18.9611,72.1329,143394,9912,109434,39159
Cyclone,6,18155,571.09,32.7,29,Rayagada,Odisha,20.2064,86.0571,52683,4014,57095,17315
Flood,5,99320,306.65,41.9,15,Alipurduar,West Bengal,22.2871,88.595,110580,20769,212846,52780
Earthquake,9,87608,378.67,24.4,18,Azamgarh,Uttar Pradesh,26.5654,80.7036,159726,21421,202569,79563
Earthquake,10,25593,714.84,28.8,18,Perambalur,Tamil Nadu,12.5023,80.1267,51561,6355,58225,25818
Fire,4,74961,366.52,19.4,22,Bhadradri Kothagudem,Telangana,17.289,78.5666,102500,16046,89547,24341
Flood,3,36875,227.76,20.0,7,Rajnandgaon,Chhattisgarh,20.6052,81.9087,15681,3977,42796,12096
Cyclone,9,51157,101.84,11.6,14,Singrauli,Madhya Pradesh,22.7698,76.9041,85161,9716,107084,45331
Cyclone,8,86009,728.93,20.0,29,Burdwan (Bardhaman),West Bengal,22.5884,88.5621,300410,16483,267784,82635
Flood,6,36353,180.57,12.2,18,Shahjahanpur,Uttar Pradesh,27.6483,80.839,64500,5501,79486,22387
Landslide,1,86817,69.65,43.7,30,Yadgir,Karnataka,13.1289,78.2705,112930,10287,103884,47216
Fire,10,51984,426.95,31.8,20,Aurangabad,Maharashtra,19.0206,73.0015,106762,23733,92497,24934
Cyclone,1,76597,39.57,16.1,19,Anjaw,Arunachal Pradesh,26.748,93.5864,71725,5519,86439,34697
Earthquake,6,17805,965.0,14.1,29,South Goa,Goa,15.9413,73.6506,51670,3174,45370,15285
Flood,3,44776,627.29,23.0,5,Kannur,Kerala,8.608,77.0867,19243,5373,67697,17896
Landslide,3,91740,152.7,20.8,9,Vizianagaram,Andhra Pradesh,15.9236,80.8707,50800,12042,85265,41257
Flood,6,79145,172.45,19.8,18,Bhilwara,Rajasthan,26.9814,75.7271,163989,11296,166092,44297
Flood,3,7201,569.83,26.4,13,Lucknow,Uttar Pradesh,26.3492,80.8482,7470,885,11511,3353
Earthquake,10,62595,356.57,42.0,5,Bilaspur,Chhattisgarh,21.2452,81.715,37426,21967,118598,42329
Earthquake,6,4843,774.27,29.9,24,Fatehabad,Haryana,29.12,75.8136,10429,1021,10884,4700
Earthquake,5,9051,545.81,28.2,22,Kulgam,Jammu and Kashmir,33.9557,74.6488,15753,1552,16190,6607
Flood,4,7114,433.33,38.2,20,Bithra,Lakshadweep (UT),10.891,72.8776,12873,1189,15541,3883
Cyclone,8,36280,962.98,10.1,15,Saran,Bihar,25.6776,84.9212,61472,5953,87242,24715
Earthquake,2,57077,390.73,16.9,26,Kokrajhar,Assam,25.6941,91.3187,88643,5989,67515,44779
Flood,7,59634,400.61,27.4,24,Rudraprayag,Uttarakhand,30.4388,77.7955,159542,12432,179679,47899
Landslide,4,63309,665.77,34.7,19,Hathras,Uttar Pradesh,27.0753,81.1708,79449,11119,82985,38823
Flood,2,42008,809.48,27.0,20,Churachandpur,Manipur,24.7111,94.0406,65000,4408,69084,19214
Earthquake,7,51018,626.21,15.7,11,Arwal,Bihar,25.9602,85.2528,46167,9447,80532,35157
Fire,1,8319,698.61,42.5,9,Kavaratti,Lakshadweep (UT),10.1076,73.1158,3131,1427,4196,1899
Cyclone,4,7263,372.93,21.5,21,Udupi,Karnataka,13.0154,78.3147,11204,998,12550,4315
Earthquake,9,2570,479.5,37.6,22,Dindigul,Tamil Nadu,13.2104,80.1622,6277,774,5240,2824
Landslide,4,16643,197.04,41.2,28,North Goa,Goa,15.2615,73.7902,29833,3408,28219,10928
Flood,3,19376,680.25,22.1,16,Kendujhar (Keonjhar),Odisha,20.124,85.374,22131,2266,27701,9035
Landslide,10,36981,221.45,39.6,11,East Singhbhum,Jharkhand,23.1001,85.7239,43143,10656,54602,26211
Earthquake,10,79050,1.26,34.9,2,Gurdaspur,Punjab,31.1017,75.6438,17709,20407,90364,61938
Cyclone,2,7849,933.76,41.6,25,Alwar,Rajasthan,26.8037,75.4778,13426,1012,13137,4593
Cyclone,3,24282,306.02,18.8,8,Ujjain,Madhya Pradesh,23.5768,76.9111,14804,3471,27089,12940
Cyclone,1,77550,196.63,42.6,23,Pondicherry,Puducherry (UT),11.8096,80.0418,104585,10119,109547,43867
Fire,10,80643,268.15,12.3,25,Rohtak,Haryana,28.458,76.4769,182838,28122,170812,49050
Fire,8,96587,330.45,37.8,21,Banaskantha (Palanpur),Gujarat,22.9263,72.4461,171477,41995,134058,42559
Landslide,1,98244,474.55,25.2,5,Angul,Odisha,20.4539,86.16,26261,8592,57846,28452
Tsunami,3,21483,69.35,16.2,11,Patiala,Punjab,31.5808,74.9059,19084,2868,32566,11245
Fire,3,78678,52.67,12.8,11,Bhagalpur,Bihar,25.3833,85.0959,49943,13896,63385,19453
Earthquake,2,25512,292.91,23.6,9,Kolkata,West Bengal,22.7392,88.6953,15567,2719,18803,10211
Cyclone,5,13281,295.77,23.6,11,Kannur,Kerala,8.8618,76.8537,12968,1888,21540,7072
Earthquake,10,44998,117.65,18.0,5,Papum Pare,Arunachal Pradesh,27.4179,93.4886,23025,8845,64548,27750
Flood,3,59730,404.79,17.5,9,Bareilly,Uttar Pradesh,27.3264,80.6782,41170,6593,77231,25977
Fire,3,3505,284.03,24.0,1,Anantnag,Jammu and Kashmir,33.8674,74.8374,190,630,2246,666
Cyclone,8,96504,26.06,24.4,26,Dima Hasao,Assam,26.057,92.0382,266080,21390,253417,72333
Flood,4,10962,885.72,25.5,10,Chamoli,Uttarakhand,30.0485,78.1963,10030,1479,19415,4526
Flood,4,54779,886.02,40.4,27,Darrang,Assam,26.1756,91.9069,146979,8091,146528,35276
Cyclone,3,28788,209.18,31.4,8,Upper Siang,Arunachal Pradesh,27.397,93.5411,15251,4681,27246,12430
Earthquake,1,48117,162.87,10.7,19,Cachar,Assam,26.0766,91.7039,48397,3160,47625,28770
Earthquake,8,96581,547.29,28.2,16,Sukma,Chhattisgarh,21.5038,81.6311,169399,20863,223247,87555
Earthquake,1,13039,630.75,36.7,13,Muktsar,Punjab,31.576,75.0972,8935,1398,11428,6581
Earthquake,7,94567,957.54,12.0,24,Leh,Jammu and Kashmir,33.8265,74.4639,205909,16451,225335,82968
Fire,5,39685,377.35,24.8,5,Baloda Bazar,Chhattisgarh,21.0745,81.8065,12759,8260,41114,11427
Flood,4,23042,618.2,25.8,18,Navsari,Gujarat,23.2431,72.4724,33588,3429,53449,9049
Flood,4,5372,878.18,43.4,9,Lunglei,Mizoram,23.5674,92.1152,4128,983,8605,2266
Earthquake,8,44234,449.95,26.6,4,Sonepur,Odisha,19.9428,85.4733,18730,12164,63497,31877
Earthquake,6,24365,122.35,36.2,14,Siwan,Bihar,25.3102,85.9556,29476,5218,39117,16603
Flood,1,48292,377.45,20.6,30,Jhalawar,Rajasthan,26.7889,75.8573,95027,3784,99657,25018
Cyclone,10,28768,136.57,37.3,7,Dharwad,Karnataka,12.935,77.4545,25443,7711,50700,15943
Flood,8,81660,16.64,21.3,12,West Tripura,Tripura,23.1943,90.7364,110438,13425,237675,51522
Earthquake,2,97535,751.55,25.1,24,Dhubri,Assam,25.9989,91.5632,132327,10742,135057,62443
Cyclone,6,69383,238.42,26.8,7,Papum Pare,Arunachal Pradesh,27.4595,93.7325,46524,11238,97620,36409
Earthquake,9,9397,2.01,42.4,11,Datia,Madhya Pradesh,23.0523,77.6536,10233,2932,17038,7340
Landslide,1,64105,872.43,11.9,22,Tiruvallur,Tamil Nadu,12.6521,80.9355,69747,4756,65338,31320
Cyclone,6,58534,443.79,16.9,15,Moga,Punjab,31.1514,75.7307,78845,10787,105791,36354
Tsunami,8,64849,238.86,34.7,30,West Godavari,Andhra Pradesh,16.9529,80.734,263153,17847,227507,67339
Earthquake,10,1707,262.79,30.2,28,Alirajpur,Madhya Pradesh,23.2629,77.2631,4428,481,4556,1761
Earthquake,2,59283,240.54,18.8,7,Nalgonda,Telangana,17.6882,77.8647,25309,5362,41262,26380
Fire,5,87094,194.56,20.1,20,Una,Himachal Pradesh,31.8698,77.0939,113208,21266,91529,34425
Fire,6,56405,841.23,22.9,26,Jabalpur,Madhya Pradesh,23.6811,76.9385,116464,16097,87518,25256
Earthquake,5,28073,170.33,25.8,17,Hamirpur,Uttar Pradesh,26.7551,81.1435,33718,3739,42824,21051
Cyclone,3,23217,561.85,38.6,5,Jehanabad,Bihar,25.806,85.7139,8502,4007,22831,10315
Flood,4,82086,77.32,10.5,8,Barnala,Punjab,31.5516,75.4359,53174,9541,141393,36293
Flood,7,81171,949.52,41.4,10,Buldhana,Maharashtra,19.4925,72.8257,93545,17315,195461,45962
Cyclone,4,94991,603.31,24.5,6,Howrah,West Bengal,22.683,88.7901,46478,15308,108988,35037
Cyclone,9,7745,903.15,18.1,21,Rewari,Haryana,28.8769,75.6989,19235,1647,25875,5929
Cyclone,10,42338,397.88,27.8,2,Tonk,Rajasthan,26.6615,76.0967,10473,10557,69843,29693
Flood,2,69794,810.67,33.1,26,Kendrapara,Odisha,20.5387,86.0272,145759,8246,134068,39259
Fire,5,41873,853.65,11.6,28,Munger (Monghyr),Bihar,25.9272,85.4315,89451,9574,70440,17765
Landslide,8,16886,702.95,35.1,5,Bidar,Karnataka,12.7036,77.519,8103,4938,22802,9624
Tsunami,5,40793,92.95,36.6,10,Firozabad,Uttar Pradesh,26.8433,81.0772,45082,9763,73810,22440
Earthquake,10,96547,16.08,15.8,28,Tiruvarur,Tamil Nadu,12.4052,80.2463,263440,17964,277205,121064
Fire,8,26678,168.56,15.9,3,Fazilka,Punjab,31.1114,75.863,6860,6317,23475,7570
Landslide,8,46508,118.1,17.1,13,Udaipur,Rajasthan,27.5463,75.8267,54748,8652,73019,31424
Cyclone,9,69802,725.14,37.9,16,Golaghat,Assam,26.1037,91.5141,131103,18046,159832,53903
Cyclone,10,84945,557.01,19.5,15,Tumakuru (Tumkur),Karnataka,12.9459,77.085,169334,25424,223290,74111
Tsunami,6,15176,525.95,37.9,2,East Kameng,Arunachal Pradesh,26.8781,93.4865,3441,3659,21353,9529
Earthquake,4,19477,252.87,28.9,30,Jalpaiguri,West Bengal,22.4499,87.9262,40153,2924,39738,16711
Earthquake,3,9378,154.61,36.9,3,Wardha,Maharashtra,18.7312,72.6561,1924,1304,7129,3449
Flood,5,64908,206.55,29.4,20,Lakhisarai,Bihar,25.2381,85.4753,120137,10514,139855,38146
Flood,6,33639,400.28,21.8,18,Jamtara,Jharkhand,23.7785,85.1176,58662,4271,79540,19708
Landslide,3,11540,740.14,41.9,30,Palghar,Maharashtra,18.4583,72.8685,22964,2014,16658,5646
Earthquake,2,26345,254.52,35.0,20,Gwalior,Madhya Pradesh,22.9778,77.535,26691,3723,31101,14943
Cyclone,7,22197,698.61,26.9,20,Allahabad,Uttar Pradesh,26.965,81.0841,52878,3864,57603,18147
Flood,5,73803,491.51,32.3,15,Dungarpur,Rajasthan,26.5949,76.2271,113358,13039,147261,42509
Earthquake,9,67192,885.44,31.6,22,Central Delhi,Delhi (NCT),28.7655,77.231,141212,18663,164072,74945
Earthquake,3,1251,232.91,22.5,28,RaeBareli,Uttar Pradesh,27.0932,81.0616,2508,162,2034,1113
Flood,8,21798,450.86,24.8,5,Muktsar,Punjab,31.4776,75.5492,13119,4630,45180,10516
Landslide,6,17701,96.66,21.1,23,Sambalpur,Odisha,20.8719,85.8318,26098,2712,30457,11229
Flood,4,26907,335.15,45.0,11,Nizamabad,Telangana,17.7768,78.3771,21660,4511,48926,10152
Cyclone,9,45402,506.88,30.3,23,Jammu,Jammu and Kashmir,34.3762,74.6853,129429,12678,133819,40804
Fire,5,85964,732.74,13.2,3,Beed,Maharashtra,19.2692,72.6321,15913,15165,82409,21142
Cyclone,10,8139,198.08,28.2,9,Washim,Maharashtra,19.2162,73.4147,8336,2184,16298,5288
Landslide,6,47527,218.09,11.7,7,Mokokchung,Nagaland,25.8484,94.0323,26053,7520,49239,19973
Fire,9,71939,631.58,20.1,23,Ferozepur,Punjab,31.6592,75.3551,154841,23470,156017,35538
Fire,7,58149,382.46,25.6,2,Bageshwar,Uttarakhand,30.435,78.0774,9062,18581,44187,15381
Flood,5,19153,482.09,28.7,15,Dakshina Kannada,Karnataka,12.6752,77.7298,25416,3068,36345,9275
Flood,2,97280,836.13,44.2,12,Jodhpur,Rajasthan,26.7325,75.3651,80381,12328,126530,44756
Cyclone,4,86398,499.08,44.4,16,Dahod,Gujarat,23.1397,72.3358,102006,15363,138283,49998
Earthquake,2,89247,652.5,13.4,26,Anand,Gujarat,22.6094,72.4042,143994,9486,122828,60019
Fire,3,55513,656.78,28.8,16,Nainital,Uttarakhand,30.4472,77.7045,50120,11251,59790,18467
Landslide,10,66058,803.61,38.6,16,Gurgaon,Haryana,28.8375,76.5013,117825,18704,143614,48360
Fire,3,31375,638.14,18.3,19,Saran,Bihar,25.4656,84.7692,33590,4867,30927,10741
Tsunami,4,26697,64.81,36.3,3,Sukma,Chhattisgarh,21.5712,81.7276,7287,4080,33659,13054
